href,id,contents,key,date,contents_order,hate,hate_categories,hate_degree,posititon
/bbs/Gossiping/M.1632848225.A.970.html,hohohoha, BNT早就造冊的居然沒先扣掉 因為到貨延遲就緩施打 到底是什麼垃圾政府可以這麼無能!,AZ,   114.40.201.5 09/29 06:50 ,116,1,,,
/bbs/Gossiping/M.1632848225.A.970.html,tudou5566, 你還有高端恭喜加入高端份子,AZ, 114.25.217.228 09/29 07:21 ,137,1,,,
/bbs/Gossiping/M.1632848225.A.970.html,creatsy, 選擇只剩打高端和不打高端，自己選的政腐,AZ, 114.44.132.172 09/29 07:42 ,148,1,,,
/bbs/Gossiping/M.1632848225.A.970.html,mingshin1235, 打高端可以去印尼啊,AZ,223.137.169.165 09/29 07:44 ,153,1,,,
/bbs/Gossiping/M.1632848225.A.970.html,lovelebron24, 肏你媽的逼 還不趕快消化高端 把自己永遠困在國內地獄裡 別想出國辣幹,AZ,  59.115.97.141 09/29 08:13 ,171,1,,,
/bbs/Gossiping/M.1632848225.A.970.html,repast, 7/19後的55歲一劑都還沒打到 7/19前的12歲卻有bnt 偉哉民進洞 再投給你我他媽北七,AZ,  27.242.192.73 09/29 09:12 ,184,1,,,
/bbs/Gossiping/M.1632848225.A.970.html,jerrylin, 沒救  智商打哪種疫苗都救不了BNT郭董買的時候就說優先給學生打好嗎到底是誰不懂遊戲規則?,AZ,  114.38.222.99 09/29 09:56 ,193,1,,,
/bbs/Gossiping/M.1632818022.A.015.html,panzerbug, AZ多如狗，二劑不愁,AZ,   42.72.226.29 09/28 16:35 ,3,1,,,
/bbs/Gossiping/M.1632813073.A.371.html,castjane, 高端全代工給東洋,AZ,  220.137.130.1 09/28 15:13 ,9,1,,,
/bbs/Gossiping/M.1632808633.A.943.html,qoo1987, 你以為莫德納是天龍人結果是韭菜,AZ, 27.242.226.120 09/28 14:07 ,1,1,,,
/bbs/Gossiping/M.1632802917.A.BF0.html,windsson, AZ再爛現階段也完勝高端,AZ,   211.22.63.32 09/28 12:26 ,3,1,,,
/bbs/Gossiping/M.1632802917.A.BF0.html,aowen, 你高端仔膩,AZ,   1.200.20.186 09/28 13:15 ,28,1,,,
/bbs/Gossiping/M.1632802917.A.BF0.html,fire124, 好的 高端仔,AZ, 220.130.51.238 09/28 13:16 ,29,1,,,
/bbs/Gossiping/M.1632802917.A.BF0.html,tudou5566, 不然你要打只能去印尼的高端？,AZ,  42.72.158.132 09/28 14:52 ,44,1,,,
/bbs/Gossiping/M.1632722859.A.1A3.html,bryan51688, 幹你媽的什麼時候開放混打bnt啦,AZ,  27.246.97.210 09/28 03:25 ,88,1,,,
/bbs/Gossiping/M.1632656749.A.EFB.html,a76126, 我他媽就想問7年級第一劑在哪 不要跟我說高端 耖,AZ, 123.192.156.24 09/26 20:51 ,37,1,,,
/bbs/Gossiping/M.1632580081.A.247.html,JackTheRippe, 疫苗乞丐、AZ回收桶威名遠播,AZ, 114.47.222.190 09/25 22:38 ,10,1,,,
/bbs/Gossiping/M.1632548542.A.2E9.html,ahw12000, 幹幹幹 我上次打到泰國az 這次給我日本az好噗好,AZ,   114.40.19.36 09/25 13:45 ,15,1,,,
/bbs/Gossiping/M.1632539608.A.CC8.html,hikaru77613, 乞討來的還選？沒這些你就要打高端啦！,AZ,    27.51.66.89 09/25 11:39 ,37,1,,,
/bbs/Gossiping/M.1632539039.A.3A7.html,devicer, 高端和中國疫苗以外都可以,AZ,  61.65.248.178 09/25 12:07 ,101,1,,,
/bbs/Gossiping/M.1632539039.A.3A7.html,shinjangli, 不要高端都可以接受,AZ,    61.227.34.1 09/25 14:29 ,129,1,,,
/bbs/Gossiping/M.1632501725.A.70D.html,sunny1225, 台灣終究成為最頂的AZ回收國家 讚喔,AZ, 219.85.178.101 09/25 01:09 ,59,1,,,
/bbs/Gossiping/M.1632501725.A.70D.html,s860134, 超屌 世界AZ 回收場,AZ,    27.246.5.75 09/25 02:49 ,122,1,,,
/bbs/Gossiping/M.1632501725.A.70D.html,miuccina, 不要再收沒用的AZ了啦！,AZ,   27.247.7.215 09/25 09:44 ,240,1,,,
/bbs/Gossiping/M.1632492825.A.25A.html,donotsettle, 別人不要的AZ 台灣資源回收卻很開心,AZ, 123.194.42.149 09/24 22:14 ,3,1,,,
/bbs/Gossiping/M.1632492825.A.25A.html,bnb89225, 拜託能不能送莫德納不要一直AZ,AZ,  223.136.62.74 09/24 22:19 ,35,1,,,
/bbs/Gossiping/M.1632492825.A.25A.html,meto, 又送八卦板討厭的AZ,AZ, 180.217.33.143 09/24 22:21 ,41,1,,,
/bbs/Gossiping/M.1632492825.A.25A.html,mvb, AZ丐幫,AZ,   119.14.84.91 09/25 00:54 ,205,1,,,
/bbs/Gossiping/M.1632492825.A.25A.html,letmesee3085, 丐幫不是都打高端，嘻嘻嘻嘻,AZ,   61.230.45.74 09/25 08:43 ,244,1,,,
/bbs/Gossiping/M.1632492825.A.25A.html,harry88910, 別人捐疫苗八卦又要開始崩潰洗AZ沒人打真的悲哀,AZ,  114.46.167.46 09/25 10:24 ,255,1,,,
/bbs/Gossiping/M.1632491062.A.4B0.html,s6525480, AZ無糖去冰 手作特製 要比較久,AZ, 114.136.208.24 09/24 22:19 ,20,1,,,
/bbs/Gossiping/M.1632387542.A.1A0.html,zainc, 郭董說BNT有留3千萬劑，也沒看政府積極去買，再那乞討幾萬幾萬的AZ...,AZ,   1.171.146.42 09/23 17:07 ,8,1,,,
/bbs/Gossiping/M.1632383452.A.5A1.html,sunnyyoung, 以後每年打兩劑AZ強身健(海綿)體,AZ,   49.216.58.55 09/23 16:00 ,58,1,,,
/bbs/Gossiping/M.1632383452.A.5A1.html,LoveMakeLove, 跟輝瑞威而鋼原本是高山症用藥因為副作用變成壯陽藥一樣。,AZ,  36.226.204.61 09/23 16:03 ,69,1,,,
/bbs/Gossiping/M.1632383452.A.5A1.html,LoveJapan, 八卦肥宅選AZ衝三小 又沒人幹,AZ,    1.34.82.225 09/23 19:33 ,210,1,,,
/bbs/Gossiping/M.1632377169.A.208.html,kof2200, 一針高端，健康存，不健康歿。比做健康檢查還準，哪裡不好？,AZ,114.136.150.255 09/23 14:13 ,11,1,,,
/bbs/Gossiping/M.1632369128.A.47F.html,cmq29, 是郭台銘＋台積電付錢 垃圾政府根本沒買BNT,AZ,1.171.245.223 09/23 11:55 ,10,1,,,
/bbs/Gossiping/M.1632369128.A.47F.html,wastetheone,  bnt各方面來說都是乞討來的,AZ,114.46.191.248 09/23 11:56 ,16,1,,,
/bbs/Gossiping/M.1632369128.A.47F.html,EXUAN, 打了花錢的乞丐BNT的大學生上來問大家要打什麼？啊你都打完是要問什麼？,AZ,114.136.165.211 09/23 12:12 ,20,1,,,
/bbs/Gossiping/M.1632364552.A.C0C.html,JingJing00, 立陶宛羅馬尼亞不夠窮啊 你看打科興那幾個才真的窮,AZ,  79.231.109.69 09/23 12:55 ,41,1,,,
/bbs/Gossiping/M.1632364457.A.EE3.html,SRadiant, BNT也是中國不要的垃圾，所以才先給我們了(掩面),AZ, 114.34.103.217 09/23 10:45 ,13,1,,,
/bbs/Gossiping/M.1632364457.A.EE3.html,weijinsusu, 現在的高端就是過去的裕隆，因為他卡了很多東西,AZ, 180.217.42.114 09/23 10:55 ,18,1,,,
/bbs/Gossiping/M.1632362062.A.F83.html,yeh0416, 拜託多乞一點莫德納拉,AZ, 223.140.241.56 09/23 09:57 ,47,1,,,
/bbs/Gossiping/M.1632362062.A.F83.html,linfon00, 要給小黑人們高端,AZ, 223.136.77.132 09/23 09:59 ,86,1,,,
/bbs/Gossiping/M.1632362062.A.F83.html,EFERO, 拿AZ來羞乳我 快點,AZ,    101.9.64.44 09/23 10:21 ,439,1,,,
/bbs/Gossiping/M.1632362062.A.F83.html,dreamyello, 廢物政府買不到莫跟bnt怪我囉,AZ,  42.72.228.242 09/23 10:21 ,440,1,,,
/bbs/Gossiping/M.1632362062.A.F83.html,stuangus, 真的是先知，知道AZ會送窮國,AZ, 110.30.176.154 09/23 10:28 ,534,1,,,
/bbs/Gossiping/M.1632362062.A.F83.html,Sony5555, 台灣有一堆自認高尚的猴子整天黑AZ,AZ,    42.74.59.57 09/23 10:32 ,603,1,,,
/bbs/Gossiping/M.1632362062.A.F83.html,wenjie0810, 台灣自購的AZ都還沒到貨完成明明就是賣方的錯，一堆智障帶風向政,AZ,   1.169.105.48 09/23 10:36 ,667,1,,,
/bbs/Gossiping/M.1632362062.A.F83.html,umum29, 回贈高端 以毒攻毒,AZ,  67.188.233.67 09/23 10:40 ,733,1,,,
/bbs/Gossiping/M.1632362062.A.F83.html,a00049g, 有人說有拿到就好怎麼洽談bnt的果凍還要被某陣營的潑冷水,AZ,   39.13.230.92 09/23 11:00 ,951,1,,,
/bbs/Gossiping/M.1632362062.A.F83.html,heyjude0929, 可以回贈高端吧 至少可當飛鏢用,AZ, 114.136.43.154 09/23 12:27 ,1114,1,,,
/bbs/Gossiping/M.1632362062.A.F83.html,aa2425, 高端也不受歡迎 可以回送立陶宛高端會不會被當垃圾丟掉阿？真想看,AZ, 180.217.47.171 09/23 12:43 ,1151,1,,,
/bbs/Gossiping/M.1632362062.A.F83.html,whycare, 只要能降低致死率以及重症的疫苗就是好疫苗^^不是捐科興或國藥給台灣就好^^,AZ,  61.64.208.134 09/23 12:51 ,1171,1,,,
/bbs/Gossiping/M.1632362062.A.F83.html,manlike, 捐高端 立陶宛：我們不收垃圾，謝謝,AZ,  101.10.15.105 09/23 16:29 ,1332,1,,,
/bbs/Gossiping/M.1632317686.A.C91.html,donotsettle, 南韓去協商MRNA 台灣專收資源回收AZ,AZ, 123.194.42.149 09/22 21:51 ,5,1,,,
/bbs/Gossiping/M.1632304207.A.6AF.html,Pengs, 怎麼會這麼無腦質疑美國會不認AZ阿?????美國最大盟友，英國，加拿大，歐盟其他國家去看看有多少人打AZ,AZ,111.241.228.128 09/25 11:57 ,9,1,,,
/bbs/Gossiping/M.1632301421.A.762.html,werqq, 好的 Az給我們低端打就好,AZ,111.83.160.227 09/22 17:05 ,25,1,,,
/bbs/Gossiping/M.1632301421.A.762.html,qwer338859, AZ有WHO認可 穩過的 腦子還好嗎= =,AZ,180.218.176.165 09/22 17:32 ,186,1,,,
/bbs/Gossiping/M.1632301421.A.762.html,jesiuty, AZ正在討論中 畢竟一堆人打 你高義他媽砸碎 誰理你？,AZ,114.47.220.74 09/22 17:59 ,241,1,,,
/bbs/Gossiping/M.1632301421.A.762.html,pigofwind, 會擔心AZ沒辦法入境美國的，腦子大概有洞,AZ,111.83.107.147 09/22 18:33 ,293,1,,,
/bbs/Gossiping/M.1632301421.A.762.html,BIOS, 拿AZ跟低端比  笑死,AZ,   58.114.1.203 09/22 19:44 ,370,1,,,
/bbs/Gossiping/M.1632200110.A.F2B.html,cores, 沒疫苗+爛高端，乞來az配合淪到你就打政策,AZ,  114.27.64.224 09/21 13:00 ,15,1,,,
/bbs/Gossiping/M.1632047817.A.089.html,lester34567, Az沒發燒啊 幹一直被朋友嗆老人,AZ,    39.10.132.8 09/19 18:37 ,4,1,,,
/bbs/Gossiping/M.1631934855.A.0C0.html,berk14, 高端就不是疫苗是要原po放哪 垃圾桶阿,AZ,118.165.160.112 09/18 11:23 ,32,1,,,
/bbs/Gossiping/M.1631934855.A.0C0.html,ll6a, 有高端墊底怎麼都輪不到AZ最爛,AZ,     39.9.67.29 09/18 12:17 ,130,1,,,
/bbs/Gossiping/M.1631934855.A.0C0.html,Alieno, AZ就是拿來送乞丐的 不要太不滿,AZ, 114.24.228.185 09/18 12:20 ,136,1,,,
/bbs/Gossiping/M.1631934855.A.0C0.html,eric13141230, 說az 是催命符的也是可憐 整天在那帶風向,AZ, 59.115.162.186 09/18 12:36 ,146,1,,,
/bbs/Gossiping/M.1631934855.A.0C0.html,ms0545173, 首先國外不承認高端 就先吃屎啦還比啥,AZ, 114.34.125.156 09/18 14:16 ,178,1,,,
/bbs/Gossiping/M.1631898165.A.8E6.html,oliver81405, 死好 AZ仔,AZ,111.248.128.108 09/18 03:12 ,26,1,,,
/bbs/Gossiping/M.1631844545.A.70C.html,carsly, 不想變高端鼠只能打AZ啊,AZ, 223.136.86.248 09/17 10:18 ,60,1,,,
/bbs/Gossiping/M.1631844545.A.70C.html,LoveMakeLove, AZ是我們窮人對抗病毒的AK—47,AZ, 36.226.188.248 09/17 10:25 ,113,1,,,
/bbs/Gossiping/M.1631844545.A.70C.html,s4511981, 從高端出來之後 發現原來還有更爛的,AZ,   36.228.53.61 09/17 10:40 ,209,1,,,
/bbs/Gossiping/M.1631844545.A.70C.html,panzerbug, 落後地區有AZ就偷笑了,AZ, 114.137.120.49 09/17 10:41 ,222,1,,,
/bbs/Gossiping/M.1631844545.A.70C.html,twerik, 棒子也怕被高端嗎？,AZ,   114.32.54.84 09/17 10:52 ,278,1,,,
/bbs/Gossiping/M.1631844545.A.70C.html,yujuismylove, 因為出現更可怕的叫高端,AZ,   42.77.224.29 09/17 11:04 ,309,1,,,
/bbs/Gossiping/M.1631844545.A.70C.html,parquet, 鮭魚跟AZ戰隊打完之後,AZ,   114.137.66.3 09/17 11:16 ,344,1,,,
/bbs/Gossiping/M.1631844545.A.70C.html,benian, 當初黑AZ那群垃圾偷打跟閉嘴之後,AZ,  36.228.89.249 09/17 11:39 ,407,1,,,
/bbs/Gossiping/M.1631844545.A.70C.html,willion003, 發現除了AZ只剩1.5期的垃圾的時候,AZ,223.138.192.119 09/17 11:45 ,420,1,,,
/bbs/Gossiping/M.1631844545.A.70C.html,baddad, 就智障不知道在抵制三小，講真的az就是目,AZ,     49.217.3.5 09/17 12:07 ,488,1,,,
/bbs/Gossiping/M.1631844545.A.70C.html,chienk, 發現bnt根本廢物  抗體一直降一直補打,AZ, 60.250.204.170 09/17 12:10 ,502,1,,,
/bbs/Gossiping/M.1631844545.A.70C.html,joinlove1234, 因為講高端血栓的就一堆智障呀 現在打不到疫苗活該囉,AZ, 114.137.172.62 09/17 12:14 ,515,1,,,
/bbs/Gossiping/M.1631844545.A.70C.html,netion, 跟高端比就真香,AZ,    39.9.36.126 09/17 12:27 ,557,1,,,
/bbs/Gossiping/M.1631844545.A.70C.html,mosster0113, 從發現高端更廢開始,AZ, 223.137.243.54 09/17 15:01 ,704,1,,,
/bbs/Gossiping/M.1631844545.A.70C.html,paulsama, 當廢物政府要你打高端時,AZ,223.136.226.194 09/17 16:00 ,722,1,,,
/bbs/Gossiping/M.1631844545.A.70C.html,nakinight, 我低端人口 不配打高端,AZ,  27.242.33.182 09/17 16:57 ,732,1,,,
/bbs/Gossiping/M.1631844545.A.70C.html,musicaledio, 因為發現廢物政腐買不到莫德納啊,AZ,   114.34.12.58 09/17 21:14 ,747,1,,,
/bbs/Gossiping/M.1631844545.A.70C.html,Eden862, 怕死打到高端,AZ,   101.10.17.18 09/17 22:08 ,752,1,,,
/bbs/Gossiping/M.1631775390.A.BB2.html,s75830, 老韭菜混打高端啦  莫 要留給尊爵的二類人,AZ, 180.217.152.23 09/16 15:04 ,18,1,,,
/bbs/Gossiping/M.1631762260.A.F98.html,awheaton311, 聯亞就是拿來襯托高端的渣渣,AZ,   42.77.83.173 09/16 12:13 ,159,1,,,
/bbs/Gossiping/M.1631716751.A.A07.html,LimYoHwan, 要打高端我寧願去感染,AZ,220.137.104.248 09/15 22:40 ,8,1,,,
/bbs/Gossiping/M.1631703382.A.A78.html,deedo, MD，當初嫌AZ跟屎一樣，現在好意思哦,AZ,   101.10.17.88 09/16 15:42 ,280,1,,,
/bbs/Gossiping/M.1631695229.A.0BC.html,toolittle, Az還可以丐  莫德那大概高端戰士了,AZ,   101.9.238.91 09/15 16:45 ,26,1,,,
/bbs/Gossiping/M.1631663420.A.307.html,leeyeah, 推高端的到底有幾個打高端 只知獻祭那個,AZ,101.12.26.118 09/15 08:40 ,32,1,,,
/bbs/Gossiping/M.1631642695.A.136.html,anyanyaa, TVBullShit： AZ是日本鬼子不要才扔給,AZ,   1.162.63.168 09/15 02:07 ,9,1,,,
/bbs/Gossiping/M.1631642695.A.136.html,newyanew, 垃圾記者媒 如果今天打的是高端 又再黑一遍,AZ, 111.82.115.136 09/15 08:42 ,103,1,,,
/bbs/Gossiping/M.1631619196.A.165.html,pipitruck, 野雞疫苗 有比高端強嗎,AZ, 123.192.181.29 09/14 21:39 ,57,1,,,
/bbs/Gossiping/M.1631605819.A.4EE.html,wonder007, 看來高端死亡橋接有及格,AZ,   203.66.246.9 09/14 16:05 ,50,1,,,
/bbs/Gossiping/M.1631595497.A.430.html,songmeng, 你他媽的把買垃圾高端的錢拿來和日本買,AZ,   61.66.150.16 09/14 13:00 ,8,1,,,
/bbs/Gossiping/M.1631587960.A.7C0.html,dreamyello, AZ從來都沒有莫跟bnt好 政府廢物買不到讓人民只能打次一級的邊境還漏洞一堆強制第一線只能打AZ如果今年邊境好好守 三家國際疫苗跟韓國一樣多讓大家選 哪那麼多屁事 只會甩鍋,AZ,223.137.151.100 09/14 11:26 ,44,1,,,
/bbs/Gossiping/M.1631586440.A.388.html,suckpopo, 糞水瓶：我只打高端,AZ, 59.124.123.199 09/14 10:30 ,58,1,,,
/bbs/Gossiping/M.1631586440.A.388.html,scjh123, 可以順便乞一些莫德納給老人補第二劑嗎,AZ, 111.246.154.42 09/14 10:45 ,257,1,,,
/bbs/Gossiping/M.1631586440.A.388.html,bnb89225, 垃圾az,AZ, 223.140.56.209 09/14 11:21 ,479,1,,,
/bbs/Gossiping/M.1631586440.A.388.html,askl817, 台灣人是有沒有這麼賤 又不是沒錢買AZ便宜到不行，還跟人家乞討 丟臉到不行,AZ, 111.240.118.92 09/14 12:04 ,667,1,,,
/bbs/Gossiping/M.1631586440.A.388.html,kimiraikko, 慟！AZ供貨足，第韭類混打莫德納無望,AZ,  36.231.26.247 09/14 13:16 ,897,1,,,
/bbs/Gossiping/M.1631583127.A.FB4.html,alittleghost, AZ台灣總共也才買1千萬劑，沒再下單了，最好後面打的到2劑，要再乞討嗎,AZ,   223.136.35.6 09/14 09:58 ,56,1,,,
/bbs/Gossiping/M.1631583127.A.FB4.html,bart102617, 網路只打BNT啊 誰跟你打那些爛東西,AZ, 223.137.160.37 09/14 12:19 ,97,1,,,
/bbs/Gossiping/M.1631556258.A.A23.html,cream115, 高端就很穩 八卦板一直造謠抹黑潑糞,AZ,42.72.180.27 09/14 02:24 ,44,1,,,
/bbs/Gossiping/M.1631543048.A.6B0.html,james732, AZ太爛ㄌ我朋友說他打完高端去跑三鐵,AZ,114.137.166.246 09/13 22:24 ,3,1,,,
/bbs/Gossiping/M.1631526067.A.DB5.html,linbsing, 屎中業務 高端促銷期 他牌別想來,AZ,     39.9.75.85 09/13 18:39 ,285,1,,,
/bbs/Gossiping/M.1631526067.A.DB5.html,momowawa1981, 高端跟az選哪個 智障都知道怎麼選吧,AZ,  101.12.58.238 09/13 18:56 ,334,1,,,
/bbs/Gossiping/M.1631526067.A.DB5.html,n790321, 操你妹 有bnt我還會打az嗎 幹你妹 黑 黑個雞巴 別國不要的垃圾,AZ, 61.228.145.125 09/13 19:27 ,395,1,,,
/bbs/Gossiping/M.1631501214.A.494.html,ALAN781215, 反觀高端不敢吹防護力只吹食鹽水般的副作用,AZ,    101.9.41.72 09/13 10:52 ,20,1,,,
/bbs/Gossiping/M.1631501214.A.494.html,cookies12, 樓上美國人都打bnt 。美國人像智障嗎？開發中國家笑已開發國家 ㄏ,AZ, 114.137.26.155 09/13 12:12 ,59,1,,,
/bbs/Gossiping/M.1631497196.A.E55.html,rainin, 智障 18-22開兩梯 多數一定跑去選BNT的,AZ, 223.138.53.220 09/13 09:45 ,27,1,,,
/bbs/Gossiping/M.1631497196.A.E55.html,RanceTsai, 都去預約高端了嗎？az該加開給7/19之後才勾的巨嬰打了吧,AZ,   27.52.40.227 09/13 10:19 ,128,1,,,
/bbs/Gossiping/M.1631497196.A.E55.html,TIPPK, 屎壩又潰堤囉 到處崩潰，去打你的高端啦,AZ,     39.8.8.102 09/13 11:37 ,188,1,,,
/bbs/Gossiping/M.1631497196.A.E55.html,qwert65732, 有az不打 跑去打高端？腦袋真的是裝屎,AZ,  101.10.93.131 09/13 11:55 ,194,1,,,
