index,href,id,contents,key,date,contents_order,hate,categories,degree,keyword
6160,/bbs/Gossiping/M.1622630678.A.529.html,leondemon,覺青會選高端啦理性的人是看試驗數據,bnt,    27.53.17.75 06/03 01:23 ,575,1,0,0,
6161,/bbs/Gossiping/M.1622626434.A.61F.html,voyhanxu,人家高端覺青好不容易找到浮木耶！,bnt,   111.82.220.2 06/02 17:36 ,3,1,0,0,
6162,/bbs/Gossiping/M.1622626129.A.C48.html,roro1984,低端人口需要科興，快上淘寶訂購,bnt,  223.140.67.81 06/02 17:33 ,16,1,3,2,"低端人口,要科興"
6163,/bbs/Gossiping/M.1622625851.A.F7D.html,claymath,你就等國產阿想什麼BNT那不是你韭菜可,bnt,   42.73.15.181 06/02 17:55 ,49,1,3,3,韭菜
6164,/bbs/Gossiping/M.1622625851.A.F7D.html,yaomac,蟑螂滾回去打高端,bnt,  118.165.42.95 06/02 19:11 ,79,1,3,2,蟑螂
6165,/bbs/Gossiping/M.1622625504.A.B06.html,s81048112,輝瑞都要查了還在那邊搭上失智列車上車者：輝瑞卡疫苗啦,bnt,   39.10.64.135 06/02 18:12 ,245,1,3,2,失智列車
6166,/bbs/Gossiping/M.1622623305.A.F31.html,mm5566t,鬼島民眾也不用選就是高端聯亞二選一,bnt,   39.13.99.192 06/02 16:50 ,26,1,2,2,鬼島
6167,/bbs/Gossiping/M.1622623133.A.CE0.html,yellowhow,韭菜不值錢所以高端比較重要,bnt,   36.228.32.65 06/02 16:43 ,15,1,3,3,韭菜
6168,/bbs/Gossiping/M.1622622464.A.B1A.html,leecliff,問題是屎中幹嘛要郭董代理bnt？失智？他就自費買個東西而已要授權書幹嘛？,bnt, 180.217.46.255 06/02 16:39 ,21,1,4,2,"屎中,失智"
6169,/bbs/Gossiping/M.1622617609.A.F5E.html,fwiller,缺你他媽的高端股票拉幹,bnt, 220.141.35.212 06/02 15:18 ,354,1,5,1,他媽的
6170,/bbs/Gossiping/M.1622617609.A.F5E.html,pipitruck,各位韭菜當國產實驗品當然不買bnt,bnt, 123.192.181.29 06/02 19:15 ,1349,1,3,3,韭菜
6171,/bbs/Gossiping/M.1622607704.A.074.html,nikewang,817剛好打CDC的500萬劑高端聯亞,bnt,125.133.181.9 06/02 12:23 ,2,1,0,0,
6172,/bbs/Gossiping/M.1622607256.A.D7D.html,ahadears,覺青不要嘴砲先去買高端疫苗股票啊不,bnt,223.137.222.232 06/02 12:16 ,27,1,0,0,
6173,/bbs/Gossiping/M.1622607256.A.D7D.html,plutox,吃屎啦，他們只准打高端,bnt,42.72.227.249 06/02 12:16 ,29,1,5,2,"吃屎,只准打高端"
6174,/bbs/Gossiping/M.1622607256.A.D7D.html,realmd,覺青：是BNT需要台灣，只好勉為其難的打了,bnt, 106.1.184.4 06/02 12:23 ,85,1,0,0,
6175,/bbs/Gossiping/M.1622607256.A.D7D.html,doubleperson,愛吱人士不打高端怎麼存台灣價值？,bnt,111.82.143.17 06/02 12:24 ,102,1,3,2,愛吱人士
6176,/bbs/Gossiping/M.1622607256.A.D7D.html,Housetobe,覺青去吃屎好嗎乖乖打高端很難?,bnt,   1.200.152.21 06/02 12:33 ,141,1,3,2,"覺青,吃屎"
6177,/bbs/Gossiping/M.1622607256.A.D7D.html,benting,覺青：我也是不願意打BNT，但有疫苗只能先打，希望大家還是打國產較好，懂嗎？,bnt,  49.216.38.180 06/02 12:42 ,175,1,0,0,
6178,/bbs/Gossiping/M.1622607256.A.D7D.html,icecold52,覺青我可是要出國大外宣的當然打BNT,bnt, 123.193.176.28 06/02 12:42 ,176,1,0,0,
6179,/bbs/Gossiping/M.1622607256.A.D7D.html,ap4318,覺青不等高端就是不愛國啦,bnt,   114.27.24.94 06/02 12:47 ,188,1,3,3,"覺青,不等高端,不愛國"
6180,/bbs/Gossiping/M.1622607256.A.D7D.html,thebestone,覺青一定是挺身接種BNT，親身消滅這,bnt,  223.136.83.23 06/02 12:51 ,202,1,0,0,
6181,/bbs/Gossiping/M.1622607256.A.D7D.html,umibozu123,爵卿肯定死都要打高端的阿,bnt, 36.226.252.168 06/02 12:51 ,209,1,0,0,
6182,/bbs/Gossiping/M.1622607256.A.D7D.html,kevinacc084,爵青都很高端幹嘛打BNT作賤自己,bnt, 223.137.71.163 06/02 12:52 ,212,1,3,3,"爵青,打BNT作賤自己"
6183,/bbs/Gossiping/M.1622607256.A.D7D.html,imgrass,覺青的健保卡應註記只打高端,bnt,   1.173.187.15 06/02 13:14 ,260,1,3,3,"覺青,健保卡,註記只打高端"
6184,/bbs/Gossiping/M.1622607256.A.D7D.html,thatislife,假裝要出國的覺青應該打一批AZ了,bnt, 114.39.245.142 06/02 13:18 ,270,1,0,0,
6185,/bbs/Gossiping/M.1622607256.A.D7D.html,heacoun,覺青乖乖給我做高端公測,bnt,   1.174.73.121 06/02 13:37 ,282,1,3,3,"覺青,做高端公測"
6186,/bbs/Gossiping/M.1622607256.A.D7D.html,x0003,打高端可能還是出不了國，覺青肯定搶打BNT,bnt,223.136.168.254 06/02 13:44 ,290,1,0,0,
6187,/bbs/Gossiping/M.1622601385.A.D82.html,alan0260,操你的駐德代表，盡力協助？好像沒你的事，只是純幫忙駐德代表協助不了國家買德國BNT，還有臉說什麼協助幫忙民間？無恥！,bnt, 114.136.202.61 06/02 11:58 ,195,1,4,1,"操你的駐德代表,無恥"
6188,/bbs/Gossiping/M.1622557220.A.152.html,kennykennyok,不能進太多BNT，這樣會讓817打不到,bnt,  114.27.37.174 06/01 22:23 ,7,1,0,0,
6189,/bbs/Gossiping/M.1622556338.A.678.html,skycloudtw,打啊，蟑螂國慘高端都敢打，香港那批BNT有何不敢？你拿香港BNT一劑來我打，,bnt,114.137.201.189 06/01 22:13 ,5,1,3,2,蟑螂
6190,/bbs/Gossiping/M.1622553390.A.DA6.html,ULSHAN,支持郭董律師團出動提告李秉穎希望高端疫苗能帶走低端爐渣畜牲呀！,bnt, 36.232.233.151 06/02 05:00 ,226,1,3,2,"低端,爐渣畜牲"
6191,/bbs/Gossiping/M.1622553225.A.857.html,rustic5566,蟑螂怎麼不洗BNT有兩種了再造謠啊,bnt, 61.231.101.129 06/01 21:23 ,59,1,3,2,蟑螂
6192,/bbs/Gossiping/M.1622550972.A.4A9.html,duke9166,BNT啊垃圾覺青就不要作賤自己,bnt,111.82.128.56 06/01 20:37 ,13,1,3,1,垃圾覺青
6193,/bbs/Gossiping/M.1622550972.A.4A9.html,klpp26549871,BNT817給我滾去打國產,bnt, 118.165.47.187 06/01 20:52 ,107,1,3,1,"817,滾去打國產"
6194,/bbs/Gossiping/M.1622545878.A.C99.html,smartpoky,817都去高端辣,bnt,  101.12.48.113 06/01 19:21 ,29,1,3,3,"817,去高端辣"
6195,/bbs/Gossiping/M.1622545878.A.C99.html,kinmengon,會那些垃圾一定還是來搶打BNT,bnt,114.137.121.164 06/01 19:25 ,35,1,3,1,垃圾
6196,/bbs/Gossiping/M.1622545878.A.C99.html,tabrisPTT,覺青一定搶著打BNT...,bnt,   1.171.24.148 06/01 19:33 ,40,1,0,0,
6197,/bbs/Gossiping/M.1622545878.A.C99.html,Maxhuge,網路上說非國產不打的87%選輝瑞莫德納剩下認真的大概是低能兒,bnt,  223.140.49.99 06/01 20:14 ,58,1,3,2,低能兒
6198,/bbs/Gossiping/M.1622543574.A.653.html,nba999999999,台康是高端的供應商郭董去買BNT進來是砸自己腳低能才能聯想到炒股,bnt,    39.8.38.219 06/01 18:44 ,27,1,3,1,低能
6199,/bbs/Gossiping/M.1622542022.A.80A.html,breaknew,中國低端人口乖乖打科興，還有大米拿！,bnt,123.194.168.201 06/01 18:16 ,135,1,2,2,中國低端人口
6200,/bbs/Gossiping/M.1622542022.A.80A.html,waijr,BNT沒有台灣價值817不要去打,bnt,   114.32.30.88 06/01 18:16 ,140,1,0,0,
6201,/bbs/Gossiping/M.1622542022.A.80A.html,jackycheny,BNT，莫德那我都可以，覺青817搶著打國慘,bnt,  1.163.177.193 06/01 19:55 ,567,1,1,2,國慘
6202,/bbs/Gossiping/M.1622542022.A.80A.html,yasmydio,+1蔡母豬他媽最好高端出來第一個打,bnt,   27.53.106.93 06/01 20:56 ,649,1,4,2,蔡母豬
6203,/bbs/Gossiping/M.1622542022.A.80A.html,carryton,只有智障才不想打輝瑞,bnt,114.137.205.200 06/01 21:02 ,657,1,3,2,智障
6204,/bbs/Gossiping/M.1622542022.A.80A.html,moc050513,垃圾高端給我BNT,bnt,223.138.197.237 06/02 00:20 ,772,1,1,1,垃圾高端
6205,/bbs/Gossiping/M.1622542022.A.80A.html,lushoulian,我要低端輝瑞及馬丹娜。,bnt, 59.115.119.158 06/02 19:32 ,893,1,1,2,低端輝瑞
6206,/bbs/Gossiping/M.1622532946.A.086.html,ian41360,結果都是蟑螂在打BNT,bnt,    110.30.96.4 06/01 16:34 ,32,1,3,2,蟑螂
6207,/bbs/Gossiping/M.1622532426.A.029.html,GrandpaM,最好被抹黑就怕爵清假抹黑真打BNT,bnt,  61.222.92.211 06/01 15:29 ,25,1,0,0,
6208,/bbs/Gossiping/M.1622532426.A.029.html,GrandpaM,很怕到時覺青都說說而已高端沒人打,bnt,  61.222.92.211 06/01 15:29 ,27,1,0,0,
6209,/bbs/Gossiping/M.1622532426.A.029.html,GrandpaM,希望覺青繼續抹黑bnt不要來搶,bnt,  61.222.92.211 06/01 15:35 ,111,1,0,0,
6210,/bbs/Gossiping/M.1622532426.A.029.html,asaz,覺青怕就別打高端等著讓你三期,bnt,114.136.136.168 06/01 16:33 ,290,1,0,0,
6211,/bbs/Gossiping/M.1622523906.A.A36.html,zhalao,快過期我也打，總比三期沒過的垃圾高端好,bnt, 111.83.192.190 06/01 13:49 ,367,1,1,1,垃圾高端
6212,/bbs/Gossiping/M.1622522968.A.275.html,ray88076,BNT最好的疫苗817不要搶著打,bnt,   101.12.47.68 06/01 13:03 ,547,1,3,3,817不要搶著打
6213,/bbs/Gossiping/M.1622522968.A.275.html,ray88076,817打高端不要搶打BNT,bnt,   101.12.47.68 06/01 13:04 ,573,1,3,3,817打高端
6214,/bbs/Gossiping/M.1622522968.A.275.html,vvvvaaaa,垃圾817去打國產我先去打BNT掰,bnt,111.250.202.191 06/01 13:20 ,761,1,3,1,垃圾817
6215,/bbs/Gossiping/M.1622522968.A.275.html,cele28,817可不要去偷打喔這樣其他人才比較有機會不用打高端,bnt,125.231.178.151 06/01 13:26 ,815,1,3,3,"817,不要去偷打"
6216,/bbs/Gossiping/M.1622484988.A.74A.html,AIRLIN,臺派賤畜又在帶風向bnt又沒是否有效的問題你拿國慘來比邏輯混亂87,bnt, 223.139.37.175 06/01 02:36 ,31,1,3,2,"臺派賤畜,87"
6217,/bbs/Gossiping/M.1622463279.A.202.html,C00L,自費也好過智障政府打az還要倒賺人民錢北,bnt,114.136.247.118 05/31 20:35 ,526,1,4,2,智障政府
6218,/bbs/Gossiping/M.1622463279.A.202.html,azeroth,我要拜登打的總統牌BNT不要母豬的高端,bnt,220.143.179.141 05/31 20:43 ,665,1,4,2,母豬
6219,/bbs/Gossiping/M.1622451137.A.814.html,hoe1101,不管用啥標準檢視，高端目前就是垃圾,bnt, 114.32.148.178 05/31 16:53 ,2,1,1,1,"高端,垃圾"
6220,/bbs/Gossiping/M.1622445832.A.3EF.html,krodang,畜生不計手段要護航高端,bnt,   61.57.91.225 05/31 15:28 ,163,1,3,1,畜生
6221,/bbs/Gossiping/M.1622445832.A.3EF.html,Shigeru777,垃圾高端業務只為護航狂抹黑別人產品,bnt,   122.116.8.12 05/31 15:29 ,226,1,3,1,垃圾高端業務
6222,/bbs/Gossiping/M.1622445832.A.3EF.html,ter2788,人家就三期有報告才申請你高端什麼垃圾,bnt,    42.77.33.41 05/31 16:09 ,690,1,1,1,"高端,垃圾"
6223,/bbs/Gossiping/M.1622391223.A.073.html,douge,放心我可以等等的時間覺青可以打高端,bnt,140.112.175.205 05/31 00:16 ,20,1,0,0,
6224,/bbs/Gossiping/M.1622391223.A.073.html,douge,等這樣國產高端只能忍痛讓給FB覺青了,bnt,140.112.175.205 05/31 00:21 ,43,1,0,0,
6225,/bbs/Gossiping/M.1622380062.A.E25.html,skycloudtw,那你就7414，BNT我來~~~,bnt,220.141.113.201 05/30 21:40 ,98,1,5,2,7414
6226,/bbs/Gossiping/M.1622380062.A.E25.html,linsww,走鐘：有我在！你們想打bnt還是打不到！韭菜就乖乖等低端國慘疫苗！不要太不滿,bnt,125.230.202.247 05/30 23:42 ,127,1,1,2,低端國慘疫苗
6227,/bbs/Gossiping/M.1622375791.A.C99.html,linsww,走鐘：有我在！你們想打bnt還是打不到！韭菜就乖乖等低端疫苗！不要太不滿,bnt,125.230.202.247 05/31 00:12 ,21,1,1,2,低端疫苗
6228,/bbs/Gossiping/M.1622375668.A.847.html,ABA0525,沒用，大家韭菜打台灣版科興,bnt,  1.173.118.131 05/30 19:55 ,7,1,3,3,韭菜
6229,/bbs/Gossiping/M.1622375668.A.847.html,MKIU,我只選高端其他都拉基,bnt,  42.73.199.253 05/30 20:02 ,34,1,1,1,拉基
6230,/bbs/Gossiping/M.1622374770.A.AB4.html,monkey6,操咧全球多少人已經打了BNT你要審查三小,bnt,   39.8.134.208 05/30 20:17 ,129,1,4,2,"操咧,審查三小"
6231,/bbs/Gossiping/M.1622358680.A.E7E.html,speady,反正就是我現在說bnt不能進來，賤民只能打高端幫忙做人體實驗,bnt,114.137.112.124 05/30 17:04 ,430,1,3,1,賤民
6232,/bbs/Gossiping/M.1622357667.A.003.html,tkjh10131,高端問題，低端回答，厲害了,bnt,   27.242.9.211 05/30 14:56 ,5,1,5,2,低端
6233,/bbs/Gossiping/M.1622356745.A.590.html,kaman999,請中國BNT進來後要限供給臺北新北臺,bnt,  223.139.19.22 05/30 14:40 ,13,1,2,1,"中國BNT,限供給臺北新北臺"
6234,/bbs/Gossiping/M.1622353543.A.AF8.html,polestar0505,政府說謊為了不讓大量BNT快速引進,bnt,223.137.113.139 05/30 13:47 ,5,1,4,1,政府說謊
6235,/bbs/Gossiping/M.1622350879.A.54C.html,zwxyzxxx,就硬改阿草菅人命的政府硬要檔BNT,bnt,118.160.10.26 05/30 13:05 ,24,1,4,3,"草菅人命,政府"
6236,/bbs/Gossiping/M.1622350201.A.FB4.html,soxgo,第一島鏈為了高端疫苗而垮台？幹,bnt, 220.135.239.77 05/30 13:38 ,881,1,5,2,幹
6237,/bbs/Gossiping/M.1622350201.A.FB4.html,catvsdog,走鐘有夠荒唐卡BNT卡成這樣視人命為何物？,bnt,   39.12.162.88 05/30 14:29 ,1044,1,4,3,走鐘
6238,/bbs/Gossiping/M.1622350201.A.FB4.html,neilss0088,馬的，讓我打BNT，我簽自願書不用你政府負責行不行?,bnt,  123.240.91.34 05/30 15:14 ,1112,1,5,2,馬的
6239,/bbs/Gossiping/M.1622346783.A.D8D.html,kathypig,817打高端，其他人打BNT，皆大歡喜,bnt, 114.43.190.223 05/30 11:58 ,26,1,3,3,"817,打高端"
6240,/bbs/Gossiping/M.1622346082.A.2C3.html,rossikao,股東我早就打AZ你們韭菜打國慘,bnt,218.173.117.226 05/30 11:44 ,15,1,3,2,"韭菜,打國慘"
6241,/bbs/Gossiping/M.1622345334.A.FAE.html,henx,+1817去打高端,bnt,   61.64.30.245 05/30 11:34 ,213,1,3,3,"817,打高端"
6242,/bbs/Gossiping/M.1622345334.A.FAE.html,deep0723,817只配打高端啦,bnt, 111.185.113.58 05/30 11:35 ,240,1,3,3,"817,打高端"
6243,/bbs/Gossiping/M.1622345334.A.FAE.html,rossikao,我只打輝瑞或莫德納，國慘疫苗滾邊去死,bnt,218.173.117.226 05/30 11:39 ,368,1,1,2,"國慘疫苗,去死"
6244,/bbs/Gossiping/M.1622345334.A.FAE.html,JackaLMeI,+4全家都輝瑞就不和817搶高端惹,bnt,   111.71.63.43 05/30 11:42 ,437,1,0,0,
6245,/bbs/Gossiping/M.1622345334.A.FAE.html,medlife0830,誰不想低端才打高端,bnt, 111.82.168.158 05/30 11:45 ,479,1,3,2,"低端,打高端"
6246,/bbs/Gossiping/M.1622345334.A.FAE.html,GimO,+1拜登爸爸都打的BNT你不打去打垃圾國慘疫,bnt,  39.13.104.225 05/30 11:55 ,671,1,1,1,垃圾國慘疫
6247,/bbs/Gossiping/M.1622345334.A.FAE.html,c7683fh6,寧願自費打BNT也不要免費打拉基國產,bnt,  27.246.69.154 05/30 12:37 ,1024,1,1,1,拉基國產
6248,/bbs/Gossiping/M.1622345334.A.FAE.html,twerik,韓粉打科興，覺青打高端，其他人打bnt，莫,bnt,   114.32.54.84 05/30 13:10 ,1161,1,3,3,"韓粉打科興,覺青打高端"
6249,/bbs/Gossiping/M.1622345334.A.FAE.html,liyahui,+1去你的高端股東死全家,bnt,  118.150.24.65 05/30 14:24 ,1314,1,3,1,"去你的,高端股東"
6250,/bbs/Gossiping/M.1622344726.A.623.html,nomilkman,覺青最好都打國產不要搶BNT,bnt,  36.224.202.22 05/30 11:24 ,78,1,3,3,"覺青,打國產"
6251,/bbs/Gossiping/M.1622344726.A.623.html,chi1031,我打，817滾去打高端,bnt, 111.255.121.16 05/30 11:26 ,119,1,3,3,"817,滾去打高端"
6252,/bbs/Gossiping/M.1622344726.A.623.html,zeon19841102,要是進來了爵青就不要搶乖乖打高端,bnt,  111.71.90.212 05/30 11:26 ,132,1,3,3,"爵青,打高端"
6253,/bbs/Gossiping/M.1622344726.A.623.html,ken720331,我打BNT台灣科興給817,bnt, 49.216.148.111 05/30 11:33 ,234,1,1,3,台灣科興
6254,/bbs/Gossiping/M.1622344726.A.623.html,zeroBB,我打bnt。台版科興給817去打。817記得以後出國前還要再挨一針喔嘻嘻,bnt, 150.116.218.50 05/30 11:35 ,262,1,1,3,台版科興
6255,/bbs/Gossiping/M.1622344726.A.623.html,a5178934,覺青嘴巴抵制身體很想打BNT,bnt, 60.250.152.211 05/30 11:49 ,326,1,0,0,
6256,/bbs/Gossiping/M.1622344726.A.623.html,dikefither,817全部不要打乖乖打高端,bnt,223.141.175.214 05/30 11:54 ,347,1,3,3,"817,打高端"
6257,/bbs/Gossiping/M.1622344726.A.623.html,dreamsugar,想打az給覺青打,bnt,  101.12.22.140 05/30 12:07 ,387,1,0,0,
6258,/bbs/Gossiping/M.1622344726.A.623.html,spidina,等BNT莫德納高端留給817,bnt,182.234.182.108 05/30 12:14 ,408,1,3,3,"高端,給817"
6259,/bbs/Gossiping/M.1622344726.A.623.html,sleepycow,你打國產BNT交給我們這種底端ok?,bnt,  101.9.209.160 05/30 13:28 ,515,1,3,2,"BNT,給我們這種底端"
6260,/bbs/Gossiping/M.1622344726.A.623.html,twerik,韓粉打科興，覺青打高端，其他人打bnt，莫德納不就好了,bnt,   114.32.54.84 05/30 13:33 ,520,1,3,3,"韓粉打科興,覺青打高端"
6261,/bbs/Gossiping/M.1622344726.A.623.html,nokla2008,能打BNT當然打啊下等蟑螂測驗才打國產,bnt,114.137.176.194 05/30 14:31 ,556,1,3,2,下等蟑螂
6262,/bbs/Gossiping/M.1622344726.A.623.html,kuo001,你在講三小屁話真有bnt能打會有人要選國產嗎？,bnt, 125.231.36.107 05/30 14:34 ,558,1,5,3,講三小屁話
6263,/bbs/Gossiping/M.1622343281.A.44A.html,liyahui,垃圾高端股東都死一死,bnt,  118.150.24.65 05/30 12:42 ,548,1,3,1,"垃圾高端股東,死一死"
6264,/bbs/Gossiping/M.1622341432.A.B86.html,hibemi776,晚點智障仔又會吵，我就是要打BNT,bnt,   114.37.29.56 05/30 10:29 ,279,1,3,2,智障仔
6265,/bbs/Gossiping/M.1622339409.A.972.html,jokem,讓817去公測我打BNT,bnt,    61.62.79.97 05/30 09:54 ,28,1,3,3,817去公測
6266,/bbs/Gossiping/M.1622339409.A.972.html,t340081231,覺青不是都說BNT垃圾等國產嗎,bnt, 123.194.41.101 05/30 10:21 ,49,1,1,1,BNT垃圾
6267,/bbs/Gossiping/M.1622338744.A.63F.html,Totti,覺青最愛的就真香，會打高端？,bnt,   42.72.53.169 05/30 09:41 ,7,1,0,0,
6268,/bbs/Gossiping/M.1622338744.A.63F.html,ken720331,817去打高端,bnt,  114.37.76.138 05/30 09:59 ,19,1,3,3,"817,打高端"
6269,/bbs/Gossiping/M.1622338744.A.63F.html,coolguychen,覺青會偷打BNT莫德納，然後要你打高端,bnt,223.140.130.107 05/30 10:55 ,26,1,3,3,"覺青,偷打BNT莫德納"
6270,/bbs/Gossiping/M.1622338119.A.FA7.html,kl0408,覺青打高端阿不是都講好了,bnt,  114.32.221.26 05/30 09:29 ,3,1,3,3,"覺青,打高端"
6271,/bbs/Gossiping/M.1622338119.A.FA7.html,doubleperson,台灣價值及格的人，通通打最讚的國產高端疫苗；台灣價值0分的人，只能打副作用多的外國疫苗。,bnt, 111.82.186.217 05/30 09:37 ,62,1,3,3,"台灣價值及格的人,打最讚的國產高端疫苗,台灣價值0分的人,打副作用多的外國疫苗"
6272,/bbs/Gossiping/M.1622338119.A.FA7.html,flyqoo,覺青太陽花最愛高端,bnt, 36.226.108.210 05/30 09:37 ,63,1,0,0,
6273,/bbs/Gossiping/M.1622338119.A.FA7.html,Virness,覺青會打高端,bnt,114.137.118.169 05/30 09:38 ,66,1,0,0,
6274,/bbs/Gossiping/M.1622338119.A.FA7.html,fishfi,覺青打高端啊，停電也停覺青,bnt,    101.10.8.19 05/30 10:45 ,154,1,3,3,"覺青,打高端"
6275,/bbs/Gossiping/M.1622338119.A.FA7.html,kilhi,817只准打高端,bnt,   49.216.62.21 05/30 11:00 ,162,1,3,3,"817,打高端"
6276,/bbs/Gossiping/M.1622338119.A.FA7.html,Holiseegg,817敢被我發現去打BNT我見一個打一個,bnt,  111.82.232.10 05/30 11:26 ,173,1,3,1,"817,打BNT我見一個打一個"
6277,/bbs/Gossiping/M.1622338119.A.FA7.html,acergame5,低端打高端懂?,bnt,    1.163.52.76 05/30 11:36 ,179,1,3,2,"低端,打高端"
6278,/bbs/Gossiping/M.1622338119.A.FA7.html,cuber,817沒資格打BNT,bnt,   101.12.20.59 05/30 12:19 ,190,1,3,3,"817,沒資格打BNT"
6279,/bbs/Gossiping/M.1622338119.A.FA7.html,KOKO24,高端7414,bnt,   118.232.16.9 05/30 13:59 ,205,1,1,1,"高端,7414"
6280,/bbs/Gossiping/M.1622337803.A.12A.html,jesusk,當哪些打過AZ的沒這張就對了真心拉機!,bnt, 118.163.33.211 05/30 09:59 ,209,1,5,2,真心拉機
6281,/bbs/Gossiping/M.1622336492.A.C75.html,nttc,垃圾政府，要死多少人才肯讓BNT進來?,bnt,  61.224.161.23 05/30 09:29 ,16,1,4,1,垃圾政府
6282,/bbs/Gossiping/M.1622331998.A.E4C.html,lynchen,笑死人，莫德納沒有緊急授權或藥證，進了15萬廢物疫苗,bnt,  36.224.110.23 05/30 08:11 ,24,1,1,2,廢物疫苗
6283,/bbs/Gossiping/M.1622316513.A.A18.html,mpacd74rsic,要出國的去搶莫德納啊美國真正天龍人疫苗想出國？展現你的社會地位人脈關係吧有本事的人自然打的到韭菜乖乖打國慘蹲台灣謝謝,bnt,  106.104.74.81 05/30 07:10 ,18,1,1,2,國慘
6284,/bbs/Gossiping/M.1622312022.A.F32.html,linsww,走鐘：有我在！你們想打bnt還打不到！韭菜都給我乖乖的2打低端,bnt,125.230.202.247 05/30 13:36 ,389,1,1,2,2打低端
